target_name,target_accession,tlen,query_name,query_accession,query_len,full_evalue,full_score,full_bias,domain_num,domain_total,domain_c_evalue,domain_i_evalue,domain_score,domain_bias,hmm_coord_from,hmm_coord_to,ali_coord_from,ali_coord_to,env_coord_from,env_coord_to,accuracy,description,full_query_name
Mito_carr,PF00153.23,97,Transcript_5447,-,348,1.4e-69,230.0,5.6,2,3,1.8e-25,3e-21,75.0,0.1,2,93,441,714,435,726,0.93,Mitochondrial carrier protein,Transcript_5447.p1
Mito_carr,PF00153.23,97,Transcript_5447,-,348,1.4e-69,230.0,5.6,3,3,1.1e-24,1.8e-20,72.5,0.3,3,94,759,1029,750,1038,0.94,Mitochondrial carrier protein,Transcript_5447.p1
DIM1,PF02966.12,133,Transcript_5448,-,158,4.7e-67,223.7,1.1,1,1,3.3e-71,5.4e-67,223.5,1.1,0,133,54,453,54,453,0.99,Mitosis protein DIM1,Transcript_5448.p1
WD40,PF00400.28,37,Transcript_5449,-,615,5.2e-06,27.0,4.1,1,6,0.016,270.0,2.6,0.0,9,36,564,642,546,645,0.66,"WD domain, G-beta repeat",Transcript_5449.p1
WD40,PF00400.28,37,Transcript_5449,-,615,5.2e-06,27.0,4.1,2,6,0.001,17.0,6.4,0.0,8,37,948,1041,918,1041,0.66,"WD domain, G-beta repeat",Transcript_5449.p1
WD40,PF00400.28,37,Transcript_5449,-,615,5.2e-06,27.0,4.1,3,6,0.0016,26.0,5.8,0.0,16,37,1326,1371,1296,1371,0.75,"WD domain, G-beta repeat",Transcript_5449.p1
WD40,PF00400.28,37,Transcript_5449,-,615,5.2e-06,27.0,4.1,4,6,1.0,16000.0,-3.8,0.1,13,27,1443,1479,1425,1506,0.59,"WD domain, G-beta repeat",Transcript_5449.p1
WD40,PF00400.28,37,Transcript_5449,-,615,5.2e-06,27.0,4.1,5,6,0.0026,43.0,5.1,0.0,10,31,1557,1626,1521,1641,0.74,"WD domain, G-beta repeat",Transcript_5449.p1
WD40,PF00400.28,37,Transcript_5449,-,615,5.2e-06,27.0,4.1,6,6,0.011,180.0,3.1,0.1,6,28,1704,1782,1686,1821,0.73,"WD domain, G-beta repeat",Transcript_5449.p1
MFS_1,PF07690.12,352,Transcript_5450,-,450,5.6e-22,78.0,20.1,1,2,1.4e-24,2.3e-20,72.7,18.8,18,338,21,1053,0,1110,0.73,Major Facilitator Superfamily,Transcript_5450.p1
MFS_1,PF07690.12,352,Transcript_5450,-,450,5.6e-22,78.0,20.1,2,2,0.00066,11.0,4.7,0.0,152,185,1152,1251,1125,1305,0.84,Major Facilitator Superfamily,Transcript_5450.p1
zf-H2C2_2,PF13465.2,26,Transcript_5451,-,505,9.1e-08,32.1,15.8,1,3,7.2e-05,0.58,10.6,0.3,11,25,102,144,90,147,0.9,Zinc-finger double domain,Transcript_5451.p1
zf-H2C2_2,PF13465.2,26,Transcript_5451,-,505,9.1e-08,32.1,15.8,2,3,1.5e-09,1.2e-05,25.4,1.8,2,25,159,234,159,237,0.91,Zinc-finger double domain,Transcript_5451.p1
zf-H2C2_2,PF13465.2,26,Transcript_5451,-,505,9.1e-08,32.1,15.8,3,3,0.0061,49.0,4.5,1.4,1,11,246,276,243,309,0.86,Zinc-finger double domain,Transcript_5451.p1
zf-C2H2,PF00096.22,23,Transcript_5451,-,505,4.4e-06,26.7,15.9,1,2,6.4e-06,0.052,13.9,7.2,0,23,111,180,111,180,0.96,"Zinc finger, C2H2 type",Transcript_5451.p1
zf-C2H2,PF00096.22,23,Transcript_5451,-,505,4.4e-06,26.7,15.9,2,2,4e-07,0.0033,17.7,1.4,1,23,198,270,195,270,0.92,"Zinc finger, C2H2 type",Transcript_5451.p1
GYF,PF02213.12,53,Transcript_5452,-,850,4.6e-17,61.4,0.7,1,2,6.3e-21,1e-16,60.2,0.1,0,53,450,606,450,621,0.92,GYF domain,Transcript_5452.p1
GYF,PF02213.12,53,Transcript_5452,-,850,4.6e-17,61.4,0.7,2,2,0.32,5200.0,-2.9,0.0,34,53,1875,1929,1869,1929,0.64,GYF domain,Transcript_5452.p1
Forkhead,PF00250.14,87,Transcript_5454,-,143,4.9e-30,103.6,1.1,1,2,0.032,510.0,1.0,0.0,17,33,153,201,144,207,0.83,Forkhead domain,Transcript_5454.p1
Forkhead,PF00250.14,87,Transcript_5454,-,143,4.9e-30,103.6,1.1,2,2,2.7e-33,4.4e-29,100.5,0.8,0,65,228,420,228,426,0.97,Forkhead domain,Transcript_5454.p1
Cpn60_TCP1,PF00118.20,491,Transcript_5455,-,540,1.2e-146,489.0,10.2,1,1,8.8e-151,1.4e-146,488.8,10.2,2,490,126,1590,120,1593,0.98,TCP-1/cpn60 chaperonin family,Transcript_5455.p1
His_Phos_1,PF00300.18,194,Transcript_5456,-,450,1.3e-29,103.2,0.0,1,2,1.6e-06,0.026,14.1,0.0,0,43,60,183,60,198,0.91,Histidine phosphatase superfamily (branch 1),Transcript_5456.p1
His_Phos_1,PF00300.18,194,Transcript_5456,-,450,1.3e-29,103.2,0.0,2,2,6.9e-29,1.1e-24,87.1,0.0,46,192,261,696,234,702,0.96,Histidine phosphatase superfamily (branch 1),Transcript_5456.p1
Erg28,PF03694.9,110,Transcript_5458,-,149,2.3e-43,146.9,2.2,1,1,1.8e-47,3e-43,146.6,2.2,0,110,60,390,60,390,0.99,Erg28 like protein,Transcript_5458.p1
Response_reg,PF00072.20,112,Transcript_5459,-,713,3.4e-19,68.9,0.0,1,2,1.4e-17,2.3e-13,50.2,0.0,0,71,1515,1725,1515,1788,0.93,Response regulator receiver domain,Transcript_5459.p1
Response_reg,PF00072.20,112,Transcript_5459,-,713,3.4e-19,68.9,0.0,2,2,3.8e-07,0.0062,16.6,0.0,70,111,1806,1929,1773,1932,0.83,Response regulator receiver domain,Transcript_5459.p1
STAS,PF01740.17,117,Transcript_5460,-,366,7e-16,57.8,1.3,1,1,8.7e-20,1.4e-15,56.8,1.3,11,117,0,318,0,318,0.95,STAS domain,Transcript_5460.p1
Mpp10,PF04006.8,598,Transcript_5461,-,400,5.6e-122,408.1,40.9,1,1,4.1e-126,6.6e-122,407.8,40.9,192,583,15,1140,0,1170,0.92,Mpp10 protein,Transcript_5461.p1
Pkinase,PF00069.21,262,Transcript_5463,-,140,4.2e-41,140.9,0.0,1,1,8.3e-45,4.5e-41,140.8,0.0,94,238,3,417,0,420,0.91,Protein kinase domain,Transcript_5463.p1
Pkinase_Tyr,PF07714.13,260,Transcript_5463,-,140,3.1e-22,79.0,0.0,1,1,6.2e-26,3.4e-22,78.8,0.0,105,221,18,363,0,414,0.85,Protein tyrosine kinase,Transcript_5463.p1
Kinase-like,PF14531.2,288,Transcript_5463,-,140,3.5e-07,29.6,0.0,1,1,7e-11,3.8e-07,29.5,0.0,149,271,27,402,15,420,0.79,Kinase-like,Transcript_5463.p1
G-alpha,PF00503.16,377,Transcript_5464,-,161,1.6e-68,231.4,1.3,1,1,2.3e-72,1.8e-68,231.2,1.3,224,377,3,447,0,447,0.97,G-protein alpha subunit,Transcript_5464.p1
Arf,PF00025.17,175,Transcript_5464,-,161,3.6e-10,39.4,0.1,1,1,1.2e-13,1e-09,38.0,0.1,58,164,3,414,0,447,0.71,ADP-ribosylation factor family,Transcript_5464.p1
tRNA_bind,PF01588.16,96,Transcript_5465,-,377,3.3e-28,97.5,0.0,1,1,3.6e-32,5.8e-28,96.7,0.0,0,96,630,915,630,915,0.98,Putative tRNA binding domain,Transcript_5465.p1
Sugar_tr,PF00083.20,452,Transcript_5465,-,275,9.5e-51,172.9,10.1,1,1,6.5e-55,1.1e-50,172.8,10.1,176,442,3,816,0,822,0.94,Sugar (and other) transporter,Transcript_5465.p2
Cyclin,PF08613.7,161,Transcript_5466,-,286,2e-57,194.0,0.3,1,1,1.9e-61,3.1e-57,193.3,0.3,0,161,321,792,321,792,0.99,Cyclin,Transcript_5466.p1
UCH,PF00443.25,264,Transcript_5470,-,397,1.1e-40,139.4,1.8,1,2,1.4e-44,1.1e-40,139.4,1.8,51,264,12,1002,0,1002,0.95,Ubiquitin carboxyl-terminal hydrolase,Transcript_5470.p1
UCH,PF00443.25,264,Transcript_5470,-,397,1.1e-40,139.4,1.8,2,2,1.0,8300.0,-4.4,0.8,175,195,1080,1146,1059,1176,0.39,Ubiquitin carboxyl-terminal hydrolase,Transcript_5470.p1
UCH_1,PF13423.2,301,Transcript_5470,-,397,1.5e-08,34.4,2.5,1,2,1.9e-12,1.5e-08,34.4,2.5,125,301,264,945,126,951,0.79,Ubiquitin carboxyl-terminal hydrolase,Transcript_5470.p1
UCH_1,PF13423.2,301,Transcript_5470,-,397,1.5e-08,34.4,2.5,2,2,0.15,1200.0,-1.3,1.0,203,229,1107,1179,1038,1188,0.63,Ubiquitin carboxyl-terminal hydrolase,Transcript_5470.p1
Syja_N,PF02383.14,261,Transcript_5472,-,112,1.7e-34,119.3,0.1,1,1,1.1e-38,1.8e-34,119.2,0.1,90,182,0,333,0,336,0.84,SacI homology domain,Transcript_5472.p1
CRAL_TRIO,PF00650.16,159,Transcript_5474,-,409,2.5e-43,147.4,0.5,1,2,0.76,6200.0,-3.4,0.0,122,149,267,354,258,369,0.66,CRAL/TRIO domain,Transcript_5474.p1
CRAL_TRIO,PF00650.16,159,Transcript_5474,-,409,2.5e-43,147.4,0.5,2,2,5.1e-47,4.1e-43,146.7,0.1,3,159,489,936,480,936,0.96,CRAL/TRIO domain,Transcript_5474.p1
CRAL_TRIO_N,PF03765.11,57,Transcript_5474,-,409,5.4e-10,39.6,0.1,1,1,2.3e-13,1.9e-09,37.9,0.1,5,55,249,390,240,396,0.9,"CRAL/TRIO, N-terminal domain",Transcript_5474.p1
DUF4782,PF16016.1,154,Transcript_5475,-,494,2.5e-52,177.3,7.3,1,2,1.1e-18,1.7e-14,54.4,0.5,97,154,0,159,0,159,0.94,Domain of unknown function (DUF4782),Transcript_5475.p1
DUF4782,PF16016.1,154,Transcript_5475,-,494,2.5e-52,177.3,7.3,2,2,1.3e-40,2.1e-36,125.6,1.4,5,154,366,780,348,780,0.91,Domain of unknown function (DUF4782),Transcript_5475.p1
AAA,PF00004.25,132,Transcript_5476,-,375,3.3e-39,134.2,0.0,1,1,2.3e-42,5.3e-39,133.5,0.0,0,131,420,804,420,807,0.97,ATPase family associated with various cellular activities (AAA),Transcript_5476.p1
AAA_17,PF13207.2,122,Transcript_5476,-,375,1.1e-06,29.7,0.0,1,1,1e-09,2.4e-06,28.6,0.0,1,114,420,780,420,990,0.67,AAA domain,Transcript_5476.p1
AAA_14,PF13173.2,131,Transcript_5476,-,375,1.1e-06,28.5,0.0,1,1,1.2e-09,2.7e-06,27.3,0.0,4,77,420,666,411,792,0.77,AAA domain,Transcript_5476.p1
AAA_16,PF13191.2,177,Transcript_5476,-,375,2.6e-06,27.9,0.1,1,2,5.5e-08,0.00013,22.4,0.0,22,51,408,495,384,528,0.83,AAA ATPase domain,Transcript_5476.p1
AAA_16,PF13191.2,177,Transcript_5476,-,375,2.6e-06,27.9,0.1,2,2,0.065,150.0,2.6,0.0,131,153,561,633,525,732,0.71,AAA ATPase domain,Transcript_5476.p1
RuvB_N,PF05496.8,234,Transcript_5476,-,375,3.9e-06,26.2,0.0,1,1,4.4e-09,1e-05,24.8,0.0,51,112,417,624,396,660,0.69,Holliday junction DNA helicase ruvB N-terminus,Transcript_5476.p1
AAA_2,PF07724.10,171,Transcript_5476,-,375,4.3e-06,26.8,0.0,1,1,4.1e-09,9.5e-06,25.7,0.0,5,87,420,651,408,672,0.78,AAA domain (Cdc48 subfamily),Transcript_5476.p1
AAA_5,PF07728.10,139,Transcript_5476,-,375,5e-06,26.4,0.2,1,1,2.9e-08,6.8e-05,22.7,0.2,0,78,417,630,417,783,0.65,AAA domain (dynein-related subfamily),Transcript_5476.p1
Evr1_Alr,PF04777.9,99,Transcript_5476,-,190,1.8e-28,98.8,4.4,1,1,2e-32,3.3e-28,98.0,4.4,0,99,273,552,273,552,0.95,Erv1 / Alr family,Transcript_5476.p2
Beta_elim_lyase,PF01212.17,293,Transcript_5477,-,388,1e-80,271.1,0.0,1,1,7.4e-85,1.2e-80,270.8,0.0,0,292,45,906,45,909,0.97,Beta-eliminating lyase,Transcript_5477.p1
SLC12,PF03522.11,413,Transcript_5478,-,558,1.3e-17,63.8,2.4,1,3,2.3e-11,3.7e-07,29.4,0.0,15,86,6,228,0,252,0.95,Solute carrier family 12,Transcript_5478.p1
SLC12,PF03522.11,413,Transcript_5478,-,558,1.3e-17,63.8,2.4,2,3,6.2e-07,0.01,14.8,0.3,235,295,591,774,249,792,0.85,Solute carrier family 12,Transcript_5478.p1
SLC12,PF03522.11,413,Transcript_5478,-,558,1.3e-17,63.8,2.4,3,3,6.5e-08,0.0011,18.0,0.0,346,408,1461,1659,1434,1668,0.84,Solute carrier family 12,Transcript_5478.p1
Pox_MCEL,PF03291.12,333,Transcript_5478,-,437,2.9e-109,365.1,0.0,1,1,1.7e-112,3.8e-109,364.7,0.0,1,333,327,1272,324,1272,0.97,mRNA capping enzyme,Transcript_5478.p2
Methyltransf_12,PF08242.8,99,Transcript_5478,-,437,6.3e-09,36.3,0.2,1,2,4.1,9500.0,-2.8,0.1,37,57,261,321,246,369,0.47,Methyltransferase domain,Transcript_5478.p2
Methyltransf_12,PF08242.8,99,Transcript_5478,-,437,6.3e-09,36.3,0.2,2,2,9.5e-12,2.2e-08,34.5,0.0,0,99,504,837,504,837,0.87,Methyltransferase domain,Transcript_5478.p2
Methyltransf_11,PF08241.8,95,Transcript_5478,-,437,6.7e-09,36.1,0.0,1,1,7.4e-12,1.7e-08,34.8,0.0,0,94,504,840,504,843,0.84,Methyltransferase domain,Transcript_5478.p2
Methyltransf_23,PF13489.2,165,Transcript_5478,-,437,5.5e-08,32.8,0.0,1,1,4.7e-11,1.1e-07,31.8,0.0,17,165,477,1107,381,1107,0.72,Methyltransferase domain,Transcript_5478.p2
Methyltransf_31,PF13847.2,152,Transcript_5478,-,437,1.5e-06,28.0,0.0,1,1,1.4e-09,3.2e-06,26.9,0.0,1,112,486,855,483,1017,0.63,Methyltransferase domain,Transcript_5478.p2
Methyltransf_25,PF13649.2,101,Transcript_5478,-,437,1.5e-06,28.6,0.0,1,1,1.2e-09,2.7e-06,27.7,0.0,0,101,501,831,501,831,0.78,Methyltransferase domain,Transcript_5478.p2
Methyltransf_18,PF12847.3,110,Transcript_5478,-,437,7.8e-06,26.6,0.0,1,1,7.1e-09,1.6e-05,25.5,0.0,1,106,492,840,489,849,0.74,Methyltransferase domain,Transcript_5478.p2
COX6B,PF02297.13,76,Transcript_5479,-,105,2.7e-23,81.9,6.5,1,1,2.2e-27,3.5e-23,81.5,6.5,2,76,45,273,36,273,0.94,Cytochrome oxidase c subunit VIb,Transcript_5479.p2
Prenyltrans,PF00432.17,44,Transcript_5483,-,326,3.3e-66,218.5,2.3,1,6,0.016,250.0,1.4,0.2,32,43,114,147,111,150,0.85,Prenyltransferase and squalene oxidase repeat,Transcript_5483.p1
Prenyltrans,PF00432.17,44,Transcript_5483,-,326,3.3e-66,218.5,2.3,2,6,3.5e-10,5.6e-06,25.9,0.0,1,42,165,291,162,297,0.95,Prenyltransferase and squalene oxidase repeat,Transcript_5483.p1
Prenyltrans,PF00432.17,44,Transcript_5483,-,326,3.3e-66,218.5,2.3,3,6,3.7e-14,6e-10,38.6,0.0,3,44,327,450,318,450,0.95,Prenyltransferase and squalene oxidase repeat,Transcript_5483.p1
Prenyltrans,PF00432.17,44,Transcript_5483,-,326,3.3e-66,218.5,2.3,4,6,9.1e-18,1.5e-13,50.1,0.0,2,43,468,591,462,594,0.94,Prenyltransferase and squalene oxidase repeat,Transcript_5483.p1
Prenyltrans,PF00432.17,44,Transcript_5483,-,326,3.3e-66,218.5,2.3,5,6,2.2e-17,3.6e-13,48.9,0.3,3,44,624,747,615,747,0.97,Prenyltransferase and squalene oxidase repeat,Transcript_5483.p1
Prenyltrans,PF00432.17,44,Transcript_5483,-,326,3.3e-66,218.5,2.3,6,6,5.9e-17,9.6e-13,47.5,0.0,0,44,759,894,759,894,0.97,Prenyltransferase and squalene oxidase repeat,Transcript_5483.p1
AA_permease,PF00324.17,479,Transcript_5485,-,559,5.3e-72,242.8,46.2,1,1,8.2e-75,6.7e-71,239.2,46.2,11,474,3,1548,0,1563,0.9,Amino acid permease,Transcript_5485.p1
AA_permease_2,PF13520.2,425,Transcript_5485,-,559,3.2e-26,92.0,42.6,1,1,5.7e-29,4.6e-25,88.2,42.5,15,414,3,1464,0,1515,0.74,Amino acid permease,Transcript_5485.p1
PMT,PF02366.14,245,Transcript_5486,-,833,4.5e-91,304.6,19.9,1,3,8.3e-95,4.5e-91,304.6,19.9,1,244,207,933,204,936,0.99,Dolichyl-phosphate-mannose-protein mannosyltransferase,Transcript_5486.p1
PMT,PF02366.14,245,Transcript_5486,-,833,4.5e-91,304.6,19.9,2,3,0.81,4400.0,-3.2,1.1,117,151,1845,1947,1785,2058,0.57,Dolichyl-phosphate-mannose-protein mannosyltransferase,Transcript_5486.p1
PMT,PF02366.14,245,Transcript_5486,-,833,4.5e-91,304.6,19.9,3,3,0.92,5000.0,-3.3,0.2,138,156,2109,2187,2070,2226,0.69,Dolichyl-phosphate-mannose-protein mannosyltransferase,Transcript_5486.p1
PMT_4TMC,PF16192.1,182,Transcript_5486,-,833,1.4e-58,197.5,16.3,1,2,3.0,16000.0,-5.4,5.8,56,71,756,801,507,936,0.54,C-terminal four TMM region of protein-O-mannosyltransferase,Transcript_5486.p1
PMT_4TMC,PF16192.1,182,Transcript_5486,-,833,1.4e-58,197.5,16.3,2,2,2.7e-62,1.4e-58,197.5,16.3,0,182,1641,2226,1641,2226,0.94,C-terminal four TMM region of protein-O-mannosyltransferase,Transcript_5486.p1
MIR,PF02815.15,186,Transcript_5486,-,833,3.7e-50,170.2,0.2,1,2,6.9e-54,3.7e-50,170.2,0.2,1,182,1074,1566,1071,1596,0.96,MIR domain,Transcript_5486.p1
MIR,PF02815.15,186,Transcript_5486,-,833,3.7e-50,170.2,0.2,2,2,0.45,2400.0,-2.0,0.1,84,124,2253,2403,2232,2439,0.64,MIR domain,Transcript_5486.p1
Yos1,PF08571.6,75,Transcript_5488,-,86,2.1e-30,104.7,1.5,1,1,1.4e-34,2.3e-30,104.5,1.5,0,75,15,255,15,255,0.91,Yos1-like,Transcript_5488.p1
MMS1_N,PF10433.5,470,Transcript_5490,-,288,7.6e-24,84.1,0.3,1,1,8.3e-28,1.4e-23,83.2,0.1,316,468,9,507,3,519,0.85,Mono-functional DNA-alkylating methyl methanesulfonate N-term,Transcript_5490.p1
Y_phosphatase2,PF03162.9,165,Transcript_5491,-,313,3.7e-46,156.6,1.9,1,1,3.5e-50,5.7e-46,156.0,1.9,0,164,33,507,33,510,0.98,Tyrosine phosphatase family,Transcript_5491.p1
CDC50,PF03381.11,260,Transcript_5491,-,248,4.3e-76,255.8,0.1,1,1,3e-80,4.9e-76,255.6,0.1,46,260,0,654,0,654,0.93,LEM3 (ligand-effect modulator 3) family / CDC50 family,Transcript_5491.p2
RNA_pol_Rpb2_2,PF04561.10,190,Transcript_5492,-,108,1.8e-22,79.8,0.0,1,1,1.2e-26,1.9e-22,79.7,0.0,22,118,3,315,0,324,0.92,"RNA polymerase Rpb2, domain 2",Transcript_5492.p1
CPSF_A,PF03178.11,325,Transcript_5493,-,175,5.2e-16,58.7,0.0,1,1,3.6e-20,5.9e-16,58.5,0.0,64,160,216,516,99,525,0.88,CPSF A subunit region,Transcript_5493.p1
Actin,PF00022.15,407,Transcript_5494,-,478,1.9e-52,178.2,0.0,1,1,1.7e-56,2.7e-52,177.6,0.0,3,395,12,1383,3,1398,0.83,Actin,Transcript_5494.p1
RRM_1,PF00076.18,70,Transcript_5496,-,550,1.1e-17,63.4,0.0,1,2,0.0001,0.81,9.4,0.0,1,48,9,159,6,216,0.85,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_5496.p1
RRM_1,PF00076.18,70,Transcript_5496,-,550,1.1e-17,63.4,0.0,2,2,8.9e-18,7.2e-14,51.2,0.0,0,65,1302,1518,1302,1527,0.86,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_5496.p1
RRM_6,PF14259.2,66,Transcript_5496,-,550,2.7e-07,30.5,0.0,1,2,0.052,420.0,1.0,0.0,0,31,6,99,6,162,0.73,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",Transcript_5496.p1
RRM_6,PF14259.2,66,Transcript_5496,-,550,2.7e-07,30.5,0.0,2,2,5.1e-10,4.2e-06,26.7,0.0,0,56,1302,1500,1302,1509,0.77,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",Transcript_5496.p1
FMN_dh,PF01070.14,348,Transcript_5497,-,149,3.3e-57,194.0,0.3,1,1,4.5e-61,3.7e-57,193.8,0.3,218,347,0,402,0,405,0.96,FMN-dependent dehydrogenase,Transcript_5497.p1
Glu_synthase,PF01645.13,368,Transcript_5497,-,149,2.3e-09,36.8,0.0,1,1,4.8e-13,3.9e-09,36.0,0.0,253,313,114,291,75,300,0.92,Conserved region in glutamate synthase,Transcript_5497.p1
Helicase_C,PF00271.27,105,Transcript_5498,-,169,1.3e-24,86.3,0.0,1,2,1.8e-28,3e-24,85.2,0.0,29,105,18,249,0,249,0.92,Helicase conserved C-terminal domain,Transcript_5498.p1
Helicase_C,PF00271.27,105,Transcript_5498,-,169,1.3e-24,86.3,0.0,2,2,0.26,4200.0,-2.0,0.0,80,102,402,465,312,471,0.56,Helicase conserved C-terminal domain,Transcript_5498.p1
Mito_carr,PF00153.23,97,Transcript_5499,-,314,3.8e-70,231.7,2.7,1,3,6.1e-26,9.8e-22,76.6,0.1,18,96,3,309,0,312,0.83,Mitochondrial carrier protein,Transcript_5499.p1
Mito_carr,PF00153.23,97,Transcript_5499,-,314,3.8e-70,231.7,2.7,2,3,6.2e-27,1e-22,79.7,0.1,3,95,327,603,318,609,0.9,Mitochondrial carrier protein,Transcript_5499.p1
Mito_carr,PF00153.23,97,Transcript_5499,-,314,3.8e-70,231.7,2.7,3,3,2.2e-25,3.5e-21,74.8,0.0,5,93,672,936,657,939,0.95,Mitochondrial carrier protein,Transcript_5499.p1
Med8,PF10232.5,231,Transcript_5499,-,239,2.1e-15,56.8,4.8,1,1,2.2e-19,3.5e-15,56.1,4.8,10,149,138,498,132,642,0.77,Mediator of RNA polymerase II transcription complex subunit 8,Transcript_5499.p2
Bud13,PF09736.5,143,Transcript_5500,-,237,3e-22,79.4,13.7,1,2,0.027,440.0,1.1,1.1,34,95,81,261,6,273,0.55,Pre-mRNA-splicing factor of RES complex,Transcript_5500.p2
Bud13,PF09736.5,143,Transcript_5500,-,237,3e-22,79.4,13.7,2,2,1.2e-25,2e-21,76.8,5.8,0,143,267,660,267,660,0.68,Pre-mRNA-splicing factor of RES complex,Transcript_5500.p2
WD40,PF00400.28,37,Transcript_5501,-,348,1.7e-17,63.3,6.5,1,6,3.1e-05,0.25,12.1,0.0,5,36,12,111,3,111,0.9,"WD domain, G-beta repeat",Transcript_5501.p1
WD40,PF00400.28,37,Transcript_5501,-,348,1.7e-17,63.3,6.5,2,6,1.5e-09,1.2e-05,25.8,1.2,1,37,126,240,123,240,0.84,"WD domain, G-beta repeat",Transcript_5501.p1
WD40,PF00400.28,37,Transcript_5501,-,348,1.7e-17,63.3,6.5,3,6,0.23,1900.0,-0.1,0.0,0,25,249,327,249,342,0.79,"WD domain, G-beta repeat",Transcript_5501.p1
WD40,PF00400.28,37,Transcript_5501,-,348,1.7e-17,63.3,6.5,4,6,0.0015,12.0,6.8,0.0,2,34,426,534,420,543,0.68,"WD domain, G-beta repeat",Transcript_5501.p1
WD40,PF00400.28,37,Transcript_5501,-,348,1.7e-17,63.3,6.5,5,6,0.0042,34.0,5.4,0.0,9,31,582,654,558,666,0.88,"WD domain, G-beta repeat",Transcript_5501.p1
WD40,PF00400.28,37,Transcript_5501,-,348,1.7e-17,63.3,6.5,6,6,0.00019,1.5,9.7,0.0,4,35,858,957,846,960,0.83,"WD domain, G-beta repeat",Transcript_5501.p1
eIF2A,PF08662.7,194,Transcript_5501,-,348,9.5e-07,28.7,0.0,1,4,5.5e-05,0.45,10.2,0.0,125,178,222,381,192,414,0.8,Eukaryotic translation initiation factor eIF2A,Transcript_5501.p1
eIF2A,PF08662.7,194,Transcript_5501,-,348,9.5e-07,28.7,0.0,2,4,5.4e-06,0.044,13.5,0.0,104,162,471,645,402,660,0.78,Eukaryotic translation initiation factor eIF2A,Transcript_5501.p1
eIF2A,PF08662.7,194,Transcript_5501,-,348,9.5e-07,28.7,0.0,3,4,0.17,1300.0,-1.1,0.0,93,119,687,768,648,783,0.75,Eukaryotic translation initiation factor eIF2A,Transcript_5501.p1
eIF2A,PF08662.7,194,Transcript_5501,-,348,9.5e-07,28.7,0.0,4,4,0.59,4800.0,-2.9,0.0,100,118,879,933,819,945,0.78,Eukaryotic translation initiation factor eIF2A,Transcript_5501.p1
Ribosomal_L10,PF00466.16,100,Transcript_5502,-,194,2.9e-09,36.8,0.0,1,1,2.9e-13,4.7e-09,36.1,0.0,13,97,3,300,0,309,0.88,Ribosomal protein L10,Transcript_5502.p1
Metallophos,PF00149.24,197,Transcript_5503,-,633,3e-33,115.8,0.1,1,1,7.5e-37,6.1e-33,114.8,0.1,1,194,1056,1632,1053,1641,0.91,Calcineurin-like phosphoesterase,Transcript_5503.p1
STPPase_N,PF16891.1,48,Transcript_5503,-,633,9.8e-19,67.4,0.5,1,1,2.4e-22,2e-18,66.4,0.5,0,48,906,1053,906,1053,0.93,Serine-threonine protein phosphatase N-terminal domain,Transcript_5503.p1
Sel1,PF08238.8,38,Transcript_5505,-,152,1.8e-08,34.6,0.3,1,3,0.0052,85.0,3.9,0.0,0,32,63,156,63,174,0.82,Sel1 repeat,Transcript_5505.p1
Sel1,PF08238.8,38,Transcript_5505,-,152,1.8e-08,34.6,0.3,2,3,3.4e-09,5.6e-05,23.5,0.1,1,38,186,315,183,315,0.9,Sel1 repeat,Transcript_5505.p1
Sel1,PF08238.8,38,Transcript_5505,-,152,1.8e-08,34.6,0.3,3,3,0.0055,90.0,3.8,0.0,6,31,333,402,330,417,0.82,Sel1 repeat,Transcript_5505.p1
Linker_histone,PF00538.15,73,Transcript_5506,-,259,4.1e-48,161.4,0.9,1,4,0.014,230.0,2.1,1.3,15,35,63,123,45,135,0.77,linker histone H1 and H5 family,Transcript_5506.p1
Linker_histone,PF00538.15,73,Transcript_5506,-,259,4.1e-48,161.4,0.9,2,4,2.2e-30,3.7e-26,91.1,0.0,1,73,132,348,129,348,0.98,linker histone H1 and H5 family,Transcript_5506.p1
Linker_histone,PF00538.15,73,Transcript_5506,-,259,4.1e-48,161.4,0.9,3,4,0.083,1300.0,-0.4,0.6,13,41,429,513,402,525,0.7,linker histone H1 and H5 family,Transcript_5506.p1
Linker_histone,PF00538.15,73,Transcript_5506,-,259,4.1e-48,161.4,0.9,4,4,1.1e-25,1.7e-21,76.1,0.2,2,73,534,750,528,750,0.96,linker histone H1 and H5 family,Transcript_5506.p1
Actin,PF00022.15,407,Transcript_5507,-,578,1.1e-28,99.9,0.0,1,2,5e-09,8.1e-05,21.2,0.0,138,190,0,156,0,210,0.9,Actin,Transcript_5507.p1
Actin,PF00022.15,407,Transcript_5507,-,578,1.1e-28,99.9,0.0,2,2,2.6e-25,4.2e-21,74.9,0.0,229,403,900,1695,291,1704,0.76,Actin,Transcript_5507.p1
Ribosomal_L15e,PF00827.13,189,Transcript_5508,-,205,1.1e-88,295.8,12.2,1,1,8.3e-93,1.3e-88,295.5,12.2,0,186,3,564,3,570,0.98,Ribosomal L15,Transcript_5508.p1
